,runr_id,2018_beg_pace,2018_end_pace,school_id,team_size,gender,pace,num_races,rank,pct_rank,pr_time,race_diff,pr_flag,goal_set,log_entries_sept,log_entries_nov,log_entries_all,max_effort_log_entries_sept,max_effort_log_entries_nov,max_effort_log_entries_all,sum_effort_log_entries_nov,2018_improvement
6692,170324,7.744541841982235,7.935403225806452,969,339,1,7.87,6,71.2,0.87,105130,301.17,1,2,12.0,43.0,43.0,1.0,7.0,7.0,135.0,-0.19
6693,170325,10.38962365591398,9.329274193548386,969,339,1,9.86,4,71.0,0.98,168566,7171.75,2,3,21.0,58.0,58.0,0.0,10.0,10.0,184.0,1.06
6694,170326,7.1929172510518935,7.236827956989247,969,339,1,7.27,5,49.6,0.68,92220,2094.0,2,3,11.0,34.0,34.0,7.0,19.0,19.0,123.0,-0.04
6695,170327,9.678548387096775,9.589247311827958,969,339,1,9.63,4,46.5,0.95,161516,-13278.5,0,0,8.0,27.0,27.0,7.0,20.0,20.0,99.0,0.09
6696,170328,9.090654761904762,8.075193389592123,1246,46,0,8.55,6,1.2,0.55,100890,-3081.67,1,0,0.0,7.0,7.0,0.0,0.0,0.0,21.0,1.02
6697,170330,9.203162729658793,9.02535,969,339,0,8.97,6,41.3,0.82,129300,2256.5,3,4,15.0,47.0,47.0,4.0,12.0,12.0,152.0,0.18
6698,170332,6.601666666666667,6.238100358422939,986,213,1,6.43,6,105.0,0.34,75470,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36
6699,170334,8.827211313697989,8.761379928315412,969,339,1,8.75,7,60.9,0.92,118730,-3658.86,1,5,16.0,52.0,52.0,5.0,24.0,24.0,177.0,0.07
6700,170336,7.86875,7.801161034306196,895,155,1,7.78,5,197.4,0.8,91380,3508.0,1,5,27.0,72.0,72.0,13.0,29.0,29.0,253.0,0.07
6701,170337,11.161155913978494,6.217270654688988,1246,46,1,8.69,4,3.0,0.35,109810,-1085.0,0,0,0.0,3.0,3.0,0.0,2.0,2.0,12.0,4.94
6702,170339,10.29564393939394,9.432773297491039,1244,141,0,9.75,5,114.6,0.97,118550,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86
6703,170340,6.223750000000001,5.95304143126177,986,213,1,6.08,5,60.4,0.19,73460,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27
6704,170342,6.7425,6.67747311827957,895,155,1,6.74,6,114.2,0.45,80690,1010.0,1,0,15.0,40.0,40.0,0.0,1.0,1.0,122.0,0.07
6705,170343,6.887083333333333,7.062999730965832,895,155,1,6.98,4,106.5,0.47,80130,1225.0,1,3,19.0,57.0,57.0,5.0,11.0,11.0,182.0,-0.18
6706,170344,7.0485185185185175,6.402138888888889,1132,145,1,6.75,9,56.9,0.32,73625,1220.33,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65
6707,170345,7.64738888888889,7.426805555555556,1132,145,1,7.38,8,75.0,0.61,79580,-158.62,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
6708,170346,9.833333333333334,7.533333333333333,1132,145,1,8.47,3,132.0,0.9,96600,2066.67,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
6709,170347,7.979166666666667,7.539652777777778,1132,145,0,7.61,6,35.5,0.36,86072,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44
6710,170348,5.965403225806452,5.918877042707005,986,213,1,5.95,7,52.9,0.2,71970,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
6711,170349,8.435416666666667,7.648100358422939,986,213,1,7.98,6,275.3,0.88,95430,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79
6712,170350,8.72325925925926,8.259638888888889,1132,145,0,8.42,9,43.2,0.65,93370,596.89,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46
6713,170351,7.518319308087891,7.6728763440860215,969,339,1,7.78,6,70.0,0.86,99554,3555.17,2,2,13.0,38.0,38.0,6.0,15.0,15.0,123.0,-0.15
6714,170352,8.724583333333333,7.823682795698925,986,213,1,8.18,6,282.0,0.9,95860,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
6715,170353,6.872916666666667,6.5395071684587815,986,213,1,6.65,6,133.8,0.43,78270,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33
6716,170354,6.6433333333333335,6.6875,895,155,1,6.67,2,140.5,0.39,79720,0.0,0,0,18.0,35.0,35.0,5.0,8.0,8.0,113.0,-0.04
6717,170355,7.7524999999999995,6.5633243727598565,986,213,1,7.16,5,229.8,0.63,88400,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19
6718,170356,6.963288537069173,6.804641577060932,969,339,1,6.86,9,67.2,0.51,92714,602.56,3,2,16.0,46.0,46.0,2.0,5.0,5.0,113.0,0.16
6719,170357,6.500416666666666,5.921326164874552,986,213,1,6.22,6,77.7,0.25,74830,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58
6720,170359,6.812916666666666,6.392598566308244,986,213,1,6.58,6,122.3,0.39,78730,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
6721,170361,6.414583333333333,6.270851254480286,986,213,1,6.34,6,94.3,0.31,76500,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
6722,170362,6.05625,6.115468274065103,895,155,1,6.13,6,74.3,0.22,71910,740.0,1,0,22.0,58.0,58.0,1.0,6.0,6.0,177.0,-0.06
6723,170363,6.78875,6.5072401433691756,895,155,1,6.59,6,101.8,0.38,80730,2376.67,1,1,20.0,53.0,53.0,2.0,3.0,3.0,162.0,0.28
6724,170367,8.6253685681087,9.127118644067796,959,113,0,8.88,4,94.8,0.71,114970,-1725.0,0,4,27.0,75.0,75.0,12.0,32.0,32.0,257.0,-0.5
6725,170368,7.305,7.290014080901178,895,155,1,7.3,4,174.8,0.62,86200,2210.0,1,2,18.0,55.0,58.0,3.0,8.0,8.0,169.0,0.01
6726,170371,7.070833333333333,6.446783154121864,986,213,1,6.77,6,155.7,0.48,81750,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62
6727,170373,8.081949152542373,7.383019713261649,986,213,0,7.73,4,65.0,0.53,126040,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
6728,170379,9.331666666666667,9.539339803171131,928,256,0,9.34,5,155.8,0.83,104690,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21
6729,170380,7.300333333333334,6.866741452991453,896,225,1,7.08,4,131.8,0.64,78460,2117.5,1,0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.43
6730,170381,8.873626045400238,8.859733282770826,1021,63,0,8.83,7,120.7,0.82,152210,315.71,1,0,18.0,42.0,42.0,1.0,1.0,1.0,124.0,0.01
6731,170383,8.342472222222224,7.17,1157,447,1,7.89,5,139.8,0.96,42900,912.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17
6732,170384,7.037222222222222,7.432777777777778,1021,63,1,7.24,2,271.0,0.83,126670,0.0,0,1,12.0,25.0,25.0,3.0,8.0,8.0,81.0,-0.4
6733,170385,8.440277777777778,7.5822222222222235,1132,145,1,7.95,7,116.0,0.8,86460,385.71,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86
6734,170386,9.01625,8.67981182795699,986,213,0,8.85,6,122.8,0.77,107440,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34
6735,170392,7.275925141242938,6.597258064516129,986,213,1,6.92,5,159.0,0.55,94370,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68
6736,170393,9.726309523809523,9.396907894736842,961,154,0,9.56,4,133.5,0.88,100335,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33
6737,170395,6.759153439153439,6.607585233941889,834,364,1,6.54,9,118.6,0.49,72890,708.89,2,0,27.0,55.0,55.0,14.0,28.0,28.0,193.0,0.15
6738,170398,7.315226741467975,7.020537634408602,969,339,1,7.16,8,46.4,0.63,96829,1854.38,3,4,14.0,48.0,48.0,0.0,0.0,0.0,144.0,0.29
6739,170400,7.261518771331058,7.308638600328049,950,218,0,7.24,5,136.0,0.48,87150,0.0,0,0,4.0,11.0,11.0,2.0,4.0,4.0,40.0,-0.05
6740,170402,7.716336197433287,7.1766975477391,1068,169,1,7.35,7,225.7,0.77,81470,0.0,0,1,4.0,21.0,21.0,1.0,4.0,4.0,66.0,0.54
6741,170403,8.047116666666668,7.596916666666667,961,154,0,8.28,5,79.4,0.67,87810,0.0,0,0,24.0,48.0,48.0,14.0,28.0,28.0,177.0,0.45
6742,170404,10.1725,9.598333333333333,941,362,0,9.58,3,147.0,0.79,107690,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57
6743,170406,6.891666666666667,6.469802867383512,895,155,1,6.71,6,111.7,0.43,81330,1878.33,1,1,21.0,56.0,59.0,12.0,34.0,34.0,213.0,0.42
6744,170407,7.16031746031746,6.731483723432876,10,194,1,7.04,6,184.2,0.66,82140,1355.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43
6745,170408,5.892791005291005,6.335788736864689,10,194,1,6.14,8,101.8,0.29,73620,217.5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44
6746,170409,7.067083333333334,6.351164874551971,986,213,1,6.68,6,141.2,0.44,82040,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72
6747,170411,7.2312666666666665,7.5998022933966,1117,136,1,7.42,4,19.5,0.72,79400,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37
6748,170412,6.874221700573813,6.873064290705801,1117,136,1,6.87,7,48.6,0.52,79200,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6749,170413,7.726066666666667,7.890000000000001,1117,136,1,7.76,6,24.2,0.87,90100,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16
6750,170414,6.4219,6.465833333333333,1117,136,1,6.47,5,12.6,0.43,75700,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04
6751,170415,7.0181000000000004,7.116666666666666,1117,136,1,7.14,6,18.7,0.67,81800,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1
6752,170416,8.05,8.05,1117,136,1,8.05,1,25.0,1.0,96600,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6753,170418,7.066012514220706,7.312227463312369,1117,136,1,7.29,6,71.3,0.74,83400,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25
6754,170420,8.832866666666666,8.931111111111111,1117,136,1,8.98,3,33.0,1.0,132493,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1
6755,170421,7.752372479240806,7.555833333333333,1117,136,1,7.67,5,24.4,0.86,89400,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
6756,170422,7.007042253521127,7.007042253521127,950,218,1,7.01,1,229.0,0.47,89550,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6757,170423,8.441522657450076,7.87328853046595,1246,46,1,8.16,4,3.8,0.57,131480,-2717.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57
6758,170425,9.072753456221198,7.73554512045733,1246,46,1,8.29,5,4.6,0.69,140870,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34
6759,170426,8.365,8.808403089696474,1246,46,0,8.59,4,1.8,0.41,99600,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,-0.44
6760,170427,8.771929824561404,7.84704641350211,1246,46,1,8.31,3,4.3,0.65,108740,2913.33,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92
6761,170429,10.178333333333333,10.446774193548388,1246,46,0,10.03,3,3.0,0.73,122140,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27
6762,170430,7.458314814814815,7.325805555555555,1132,145,1,7.39,8,102.2,0.63,81210,484.38,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
6763,170431,8.928333333333333,8.999569892473119,928,256,0,8.73,6,102.0,0.68,92780,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07
6764,170432,11.514195767195767,10.986106630824374,961,154,0,11.41,7,133.6,0.99,123645,0.0,0,0,27.0,52.0,52.0,5.0,12.0,12.0,166.0,0.53
6765,170433,7.375182411674347,7.128069620253164,1246,46,1,7.18,6,2.5,0.44,125970,0.0,0,0,0.0,6.0,6.0,0.0,4.0,4.0,22.0,0.25
6766,170434,8.871666666666666,8.871666666666666,896,225,0,8.87,1,40.0,0.58,104800,-1660.0,0,0,0.0,12.0,12.0,0.0,4.0,4.0,35.0,0.0
6767,170437,8.391416666666666,7.16411231884058,1075,199,0,7.73,10,48.2,0.44,82780,0.0,0,4,14.0,29.0,29.0,5.0,9.0,9.0,94.0,1.23
6768,170438,6.114583333333333,6.1215376711071965,895,155,1,6.09,6,89.0,0.34,73010,0.0,0,1,20.0,75.0,93.0,7.0,28.0,36.0,238.0,-0.01
6769,170439,7.747633333333333,7.732222222222223,1117,136,0,7.75,6,12.0,0.4,89000,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
6770,170440,9.024166666666666,8.94627619828686,928,256,0,8.88,5,138.0,0.75,100770,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
6771,170441,10.7808,10.280688155136268,1117,136,0,10.47,5,27.4,0.95,127300,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6772,170442,7.6555,7.4350000000000005,1117,136,0,7.55,6,8.7,0.29,88500,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
6773,170447,8.683333333333334,9.30723606168446,1117,136,0,9.0,2,23.5,0.81,104200,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.62
6774,170450,10.297316666666667,8.472666666666667,974,129,1,9.22,5,182.8,0.98,98694,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82
6775,170451,7.229343434343434,7.223662485065712,1034,135,0,7.28,8,40.4,0.4,85660,793.12,2,0,23.0,67.0,71.0,10.0,21.0,21.0,204.0,0.01
6776,170452,11.488888888888889,10.082222222222223,1219,208,1,10.62,3,212.0,0.99,181480,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41
6777,170453,9.426611111111113,7.603805555555556,1132,145,1,8.39,8,115.4,0.87,90710,2992.62,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82
6778,170454,6.832259259259259,6.2877222222222215,1132,145,1,6.55,7,21.9,0.41,71300,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54
6779,170455,6.984523809523809,7.055979284369115,10,194,1,7.22,6,228.2,0.78,87140,1905.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07
6780,170456,6.940791666666667,6.3931249999999995,1132,145,1,6.67,4,35.8,0.26,73935,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55
6781,170458,8.46925,7.7682777777777785,1132,145,0,8.0,7,29.9,0.39,87340,-61.29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
6782,170463,8.211289682539682,7.288770161290323,1181,157,0,7.77,6,92.7,0.53,86395,233.33,1,0,30.0,56.0,56.0,0.0,1.0,1.0,169.0,0.92
6783,170464,10.16472142857143,8.525865473199328,1181,157,1,9.4,10,240.3,0.99,100050,302.0,1,0,24.0,75.0,82.0,0.0,0.0,0.0,225.0,1.64
6784,170467,8.86881746031746,7.267954355108878,1181,157,1,8.08,11,212.7,0.9,85134,138.18,1,0,27.0,78.0,86.0,26.0,75.0,83.0,359.0,1.6
6785,170468,9.00969696969697,8.53992782152231,969,339,0,8.72,5,35.2,0.77,86784,-272.6,1,2,13.0,47.0,47.0,2.0,8.0,8.0,149.0,0.47
6786,170469,6.62749007936508,5.997640729653409,1181,157,1,6.28,10,76.0,0.36,68062,364.0,1,0,26.0,77.0,77.0,12.0,32.0,32.0,256.0,0.63
6787,170470,7.728829365079365,6.971240850994101,1181,157,1,7.32,10,185.6,0.79,79677,159.0,1,0,23.0,68.0,68.0,21.0,63.0,63.0,316.0,0.76
6788,170477,7.067916666666667,6.675053763440861,986,213,1,6.84,6,163.7,0.52,83150,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39
6789,170478,6.392043010752688,6.392043010752688,986,213,1,6.39,1,95.0,0.4,118892,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6790,170481,8.211621863799284,7.641153305203938,1246,46,1,8.02,5,5.2,0.8,138610,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57
6791,170484,6.965833333333333,7.127785675232367,986,213,1,7.05,4,202.2,0.55,81420,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16
6792,170485,8.521031746031746,6.751842884046274,10,194,1,7.45,6,194.7,0.7,86820,9058.33,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77
6793,170487,9.29574074074074,8.418657412610992,834,364,0,8.78,7,90.3,0.82,99562,871.14,1,0,23.0,52.0,52.0,2.0,3.0,3.0,159.0,0.88
6794,170489,7.76903266536331,7.33580848590526,1149,159,0,7.62,11,67.8,0.64,80426,336.36,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43
6795,170490,9.181805555555556,8.466346219931271,1035,214,0,8.82,4,221.5,0.85,147455,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72
6796,170491,8.121776927282669,7.098566308243728,1149,159,1,7.45,9,144.1,0.74,86480,-77.78,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02
6797,170492,9.079583333333334,9.356130312339989,928,256,1,8.98,5,246.4,0.94,96700,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28
6798,170494,9.818819444444443,9.633413978494623,834,364,0,9.73,4,133.5,0.94,115125,0.0,0,0,18.0,46.0,46.0,3.0,7.0,7.0,143.0,0.19
6799,170512,6.969583333333333,6.809928315412186,895,155,1,6.94,6,132.5,0.55,80970,1606.67,1,1,13.0,37.0,37.0,12.0,35.0,35.0,150.0,0.16
6800,170513,7.454722222222222,7.235358422939068,1116,170,1,7.35,4,126.0,0.8,125260,0.0,0,0,24.0,94.0,109.0,12.0,35.0,37.0,317.0,0.22
6801,170514,7.0777777777777775,6.7827956989247316,1116,170,1,6.86,3,79.0,0.61,120700,0.0,0,0,24.0,80.0,89.0,8.0,23.0,23.0,265.0,0.29
6802,170515,5.481026936026936,5.459833333333333,1116,170,1,5.49,7,72.1,0.26,73770,262.71,2,0,27.0,88.0,98.0,13.0,33.0,34.0,300.0,0.02
6803,170516,7.57625,6.633166666666667,896,225,1,7.13,5,163.0,0.56,76476,2676.0,2,1,18.0,44.0,44.0,11.0,15.0,15.0,145.0,0.94
6804,170518,5.821057347670251,5.511135005973716,986,213,1,5.64,9,50.0,0.24,69050,262.22,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31
6805,170520,10.476333333333335,8.997972222222222,1132,145,0,9.44,8,58.8,0.94,102160,470.25,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48
6806,170521,7.914616402116401,7.593233968976289,834,364,0,7.57,9,53.7,0.35,83720,545.56,2,0,26.0,72.0,73.0,3.0,14.0,14.0,232.0,0.32
6807,170539,7.822348484848485,8.098762626262626,1044,183,0,7.93,6,121.0,0.62,93019,-3281.83,1,0,11.0,20.0,20.0,3.0,6.0,6.0,65.0,-0.28
6808,170540,7.382916666666667,7.755124384909786,928,256,1,7.42,5,221.8,0.71,82180,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37
6809,170545,8.683492063492062,7.957893374741201,834,364,0,8.21,8,69.8,0.63,89440,1058.75,2,0,30.0,80.0,80.0,10.0,22.0,22.0,262.0,0.73
6810,170548,7.661394907407407,7.850469806763286,1014,153,0,7.71,7,78.0,0.51,83410,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19
6811,170550,8.341666666666667,8.938722222222221,1005,165,0,8.64,2,235.5,0.74,150150,0.0,0,0,22.0,62.0,78.0,4.0,11.0,11.0,196.0,-0.6
6812,170552,7.053333333333334,7.3,896,225,1,7.18,2,172.0,0.52,84640,2350.0,1,0,19.0,25.0,25.0,10.0,15.0,15.0,96.0,-0.25
6813,170553,8.172666666666666,7.891570512820513,896,225,0,8.05,5,91.6,0.6,90000,1822.0,1,0,21.0,58.0,58.0,6.0,12.0,12.0,188.0,0.28
6814,170554,6.827916666666667,6.259540598290599,896,225,1,6.49,5,72.8,0.31,71720,-66.0,1,2,4.0,16.0,16.0,2.0,10.0,10.0,58.0,0.57
6815,170555,9.199821428571429,8.420096786682151,834,364,0,8.73,6,96.2,0.77,100261,0.0,0,1,21.0,58.0,58.0,1.0,8.0,8.0,179.0,0.78
6816,170556,10.9075,9.58575,896,225,0,10.25,2,153.0,0.94,115029,0.0,0,0,16.0,40.0,40.0,4.0,8.0,8.0,123.0,1.32
6817,170557,7.212629629629629,6.573666666666667,1132,145,1,7.13,9,65.9,0.45,74400,4424.56,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64
6818,170559,7.266944444444444,6.712962962962963,980,340,1,7.03,7,301.0,0.8,81710,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55
6819,170560,7.053412698412699,6.417233149298366,834,364,1,6.64,8,101.2,0.53,72900,811.25,2,0,25.0,67.0,67.0,13.0,35.0,35.0,248.0,0.64
6820,170561,7.696125,7.401041666666667,1132,145,1,7.39,5,64.2,0.64,81100,-1960.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
6821,170562,7.296166666666667,6.599805555555555,1132,145,1,6.89,8,61.6,0.39,79560,1318.62,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
6822,170563,7.486944444444445,9.004529768676527,1229,139,0,8.13,5,206.0,0.69,134700,0.0,0,0,0.0,12.0,12.0,0.0,7.0,7.0,43.0,-1.52
6823,170564,8.095546887312844,8.24277132440506,1126,104,1,8.12,8,202.4,0.96,68961,616.12,1,0,5.0,7.0,7.0,3.0,4.0,4.0,25.0,-0.15
6824,170568,7.923080808080808,8.16122759856631,1116,170,0,8.02,5,80.6,0.65,101230,0.0,0,0,29.0,84.0,96.0,27.0,72.0,83.0,324.0,-0.24
6825,170570,8.227166666666667,8.33911111111111,1153,122,1,8.58,3,210.3,0.98,148089,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11
6826,170575,7.57414708994709,7.141377582356225,1181,157,1,7.3,8,222.8,0.79,80771,0.0,0,0,10.0,24.0,24.0,1.0,6.0,6.0,75.0,0.43
6827,170576,7.115621693121693,7.19981278328548,834,364,0,7.04,9,29.4,0.17,76020,-237.0,0,0,7.0,17.0,17.0,5.0,7.0,7.0,58.0,-0.08
6828,170577,8.466661904761905,7.987017857142857,1181,157,1,8.22,6,268.5,0.9,93117,1040.0,1,0,17.0,35.0,35.0,15.0,31.0,31.0,138.0,0.48
6829,170579,6.720195105820106,6.57546016396699,834,364,1,6.6,7,137.9,0.5,71780,510.0,1,0,38.0,97.0,97.0,19.0,48.0,48.0,348.0,0.14
6830,170580,6.870942028985508,6.870942028985508,969,339,1,6.87,1,53.0,0.67,94819,0.0,0,0,7.0,20.0,20.0,0.0,1.0,1.0,61.0,0.0
6831,170581,7.236464646464646,7.5165354330708665,969,339,0,7.43,3,53.3,0.34,71641,0.0,0,1,15.0,32.0,32.0,0.0,0.0,0.0,92.0,-0.28
6832,170583,8.790046948356807,8.345897435897434,941,362,0,8.54,6,84.2,0.59,96000,568.33,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44
6833,170584,7.362916666666667,6.799650537634409,895,155,1,7.09,6,157.2,0.61,87670,1565.0,1,2,19.0,76.0,83.0,5.0,18.0,19.0,237.0,0.56
6834,170585,9.247083333333332,8.499906554019457,895,155,1,8.82,5,226.6,0.93,105810,7336.0,1,0,19.0,56.0,56.0,0.0,0.0,0.0,156.0,0.75
6835,170586,7.999166666666666,7.96394777265745,895,155,1,7.89,5,205.2,0.82,94820,2162.0,1,0,10.0,38.0,38.0,3.0,17.0,17.0,126.0,0.04
6836,170587,7.465416666666666,7.625305939580133,895,155,1,7.48,5,178.6,0.72,88830,-1160.0,0,2,21.0,57.0,57.0,14.0,35.0,35.0,211.0,-0.16
6837,170588,9.430416666666666,9.037601126472094,895,155,1,9.23,4,255.8,0.97,107880,8170.0,1,1,14.0,48.0,48.0,6.0,29.0,29.0,174.0,0.39
6838,170589,6.496893130799282,6.527939068100359,969,339,1,6.51,9,51.2,0.38,85034,-279.56,1,4,14.0,47.0,47.0,6.0,13.0,13.0,152.0,-0.03
6839,170592,8.145833333333332,7.956058627752176,895,155,1,7.92,5,200.2,0.81,90800,1322.0,1,1,12.0,37.0,37.0,0.0,0.0,0.0,111.0,0.19
6840,170594,6.916626984126985,6.451147046607797,834,364,1,6.53,9,117.6,0.47,72960,1181.11,2,0,16.0,42.0,42.0,1.0,3.0,3.0,127.0,0.47
6841,170595,7.024648148148148,6.854444444444444,1219,208,1,6.97,7,158.3,0.8,119250,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
6842,170596,8.033333333333333,8.033333333333333,1116,170,1,8.03,1,92.0,0.99,144600,0.0,0,0,31.0,110.0,122.0,9.0,14.0,14.0,342.0,0.0
6843,170607,8.711170634920634,7.586456349206349,834,364,0,8.03,6,53.3,0.53,87300,1725.0,2,0,20.0,33.0,33.0,19.0,24.0,24.0,123.0,1.12
6844,170608,9.345555555555556,9.345555555555556,1116,170,0,9.35,1,19.0,0.86,168220,0.0,0,0,18.0,74.0,182.0,0.0,0.0,2.0,222.0,0.0
6845,170609,8.888366666666666,8.180833333333334,1117,136,0,8.57,5,21.4,0.68,103800,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71
6846,170610,7.163255555555555,6.7780000000000005,961,154,1,6.94,5,117.2,0.72,81262,0.0,0,0,12.0,39.0,39.0,11.0,37.0,37.0,177.0,0.39
6847,170611,8.791316666666667,8.294208333333334,974,129,0,8.54,4,120.8,0.64,95951,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6848,170612,7.842822580645162,6.992296296296296,1012,138,1,7.34,7,33.1,0.71,81476,-610.29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
6849,170613,6.891666666666667,6.6486827956989245,895,155,1,6.75,6,111.5,0.44,80160,1333.33,1,1,15.0,43.0,43.0,10.0,27.0,27.0,156.0,0.24
6850,170614,6.946666666666666,6.792222222222223,1188,174,1,6.87,2,213.0,0.76,122260,0.0,0,0,1.0,9.0,9.0,0.0,0.0,0.0,26.0,0.15
6851,170616,6.6738888888888885,6.595,1012,138,1,6.68,3,12.0,0.48,120130,473.33,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
6852,170617,8.399996759259258,8.415035714285713,1014,153,0,8.36,8,109.6,0.78,91370,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02
